time,open,high,low,close,tick_volume,spread,real_volume
2023-04-13 02:30:00,1997.7,1998.22,1997.45,1997.52,394,5,0
2023-04-13 02:45:00,1997.5,1998.4,1997.34,1998.08,314,0,0
2023-04-13 03:00:00,1998.04,1998.75,1997.42,1998.26,609,1,0
2023-04-13 03:15:00,1998.23,1998.73,1997.7,1997.82,400,4,0
2023-04-13 03:30:00,1997.82,2000.06,1997.82,1999.76,492,0,0
2023-04-13 03:45:00,1999.78,2000.4,1999.64,2000.08,540,0,0
2023-04-13 04:00:00,2000.08,2001.59,2000.08,2000.77,495,0,0
2023-04-13 04:15:00,2000.77,2001.39,1999.42,1999.44,691,0,0
2023-04-13 04:30:00,1999.44,2000.23,1998.67,1999.06,658,0,0
2023-04-13 04:45:00,1999.04,2000.93,1998.42,2000.31,891,1,0
2023-04-13 05:00:00,2000.41,2001.93,1999.44,1999.92,977,0,0
2023-04-13 05:15:00,1999.96,2000.98,1998.4,2000.01,744,1,0
2023-04-13 05:30:00,1999.82,1999.85,1998.81,1999.27,888,0,0
2023-04-13 05:45:00,1999.23,2000.71,1997.85,2000.12,1031,0,0
2023-04-13 06:00:00,2000.2,2002.77,1999.97,2001.88,896,2,0
2023-04-13 06:15:00,2001.89,2003.51,2001.03,2003.36,907,0,0
2023-04-13 06:30:00,2003.41,2003.72,2002.01,2002.1,788,0,0
2023-04-13 06:45:00,2002.1,2003.44,2001.34,2003.19,690,0,0
2023-04-13 07:00:00,2003.28,2006.82,2002.76,2005.78,1030,0,0
2023-04-13 07:15:00,2005.78,2006.42,2004.68,2006.23,810,0,0
2023-04-13 07:30:00,2006.31,2007.49,2004.49,2004.63,801,0,0
2023-04-13 07:45:00,2004.63,2005.43,2003.87,2004.04,644,0,0
2023-04-13 08:00:00,2004.04,2004.46,2003.46,2003.63,620,0,0
2023-04-13 08:15:00,2003.63,2005.19,2002.53,2003.94,737,0,0
2023-04-13 08:30:00,2003.94,2004.58,2003.45,2004.54,591,0,0
2023-04-13 08:45:00,2004.54,2004.66,2001.57,2002.65,974,0,0
2023-04-13 09:00:00,2002.65,2002.82,2001.58,2001.86,712,0,0
2023-04-13 09:15:00,2001.84,2003.82,2001.77,2003.32,583,0,0
2023-04-13 09:30:00,2003.32,2005.07,2003.32,2004.46,787,0,0
2023-04-13 09:45:00,2004.4,2004.4,2001.32,2001.51,838,0,0
2023-04-13 10:00:00,2001.52,2002.14,2000.27,2000.88,670,0,0
2023-04-13 10:15:00,2000.98,2001.11,1999.38,2000.61,935,0,0
2023-04-13 10:30:00,2000.58,2001.14,1999.85,2000.53,1031,0,0
